CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
15657507,M,60,N West,D,19/04/1994,6000,North,Gold,0,7,4,4,25.54,28.79,23.69,4.5
15658619,,42,London,E,24/10/1987,3500,South East,Silver,0,4,11,3,5.65,33.62,7.46,14.82
15659100,F,65,Midlands,E,30/04/1990,0,Midlands,Tin,1,13,8,5,26.17,32.61,29.2,14.21
15660311,F,58,S & S East,C,29/04/1993,4000,South East,Silver,0,5,5,5,13.79,34,26.23,13.5
15667057,F,55,N West,F,01/06/1990,0,North,Silver,0,8,8,8,15.64,27.15,17.41,11.05
15668347,,63,N West,D,05/05/1993,6000,North,Gold,0,13,5,6,35.82,30.2,25.45,14.82
15669939,F,40,East,D,30/12/1993,0,Midlands,Tin,1,9,5,4,32.24,14.4,15.83,13.66
15670694,F,65,Midlands,C,,3000,Midlands,Silver,0,8,,5,13.95,31.08,16.23,17.57
15684563,F,45,N East,D,05/06/1997,6000,North,Gold,1,12,1,1,20.29,32.04,18.78,7.27
15686000,M,,London,F,,800,South East,Silver,0,7,,5,31.46,33.95,31.21,3.46
15687457,,57,London,E,11/02/1994,4552,South East,Silver,0,6,5,2,24.79,40.36,18.47,12.27
15689379,,78,Wales & West,B,24/05/1996,6000,Midlands,Gold,0,12,2,6,31.2,38.72,22.84,10.91
15689727,F,43,S & S East,F,30/03/1996,4500,South East,Silver,0,6,2,7,28.83,28.99,17.26,11.88
15702197,F,37,London,C,27/08/1993,10000,South East,Gold,1,11,5,4,21.76,41.32,22.41,14.39
15703231,F,48,London,D,10/07/1997,100,South East,Silver,0,5,1,4,27.4,27.21,17.9,12.63
15710939,M,24,Wales & West,D,04/04/1996,6000,Midlands,Gold,1,10,2,5,17.67,45.19,23.48,6.18
15716678,F,66,Yorkshire,B,15/01/1973,0,North,Tin,0,8,26,3,28.55,23.57,12.12,8.31
15722090,F,36,London,D,16/02/1994,1420,South East,Silver,0,11,5,8,19.77,18.49,25.34,11.79
15723259,F,47,London,D,07/11/1997,5000,South East,Silver,1,14,1,7,36.43,31.27,3.49,14.22
15734072,,69,S West,E,17/02/1990,500,South West,Silver,0,10,9,4,22.48,36.59,18.39,9.41
15734897,F,71,N East,D,19/04/1996,8000,North,Gold,0,6,2,1,24.29,36.56,27.43,13.55
15743535,F,69,Midlands,E,25/09/1990,500,Midlands,Silver,0,6,8,4,34.08,39.69,27.44,12.82
15744949,U,48,S & S East,B,24/03/1993,5456,South East,Gold,0,6,5,8,5.41,3.7,9.05,23.13
15752372,F,52,N Scot,E,30/09/1993,0,Scottish,Tin,1,11,5,4,19.5,27.82,8.68,13.96
15757439,U,40,S & S East,F,09/10/1996,6000,South East,Gold,0,5,2,7,18.97,5.92,9.97,8.45
15765660,F,68,London,B,14/07/1993,3000,South East,Silver,0,13,5,5,20.16,38.2,23.74,9.11
15774333,M,72,Yorkshire,D,18/05/1994,1000,North,Silver,0,7,4,2,26.7,20.09,25.2,7.01
15778312,M,61,N East,B,09/12/1993,8108,North,Gold,0,8,5,7,20.47,39.55,32.06,8.83
15779149,,52,London,F,16/01/1991,11400,South East,Gold,0,9,8,4,21.49,36.13,1.5,12.58
15779971,F,67,London,A,16/03/1987,1500,South East,Silver,0,2,11,1,31.1,30.5,17.84,14.08
15789209,F,47,London,C,03/02/1997,6000,South East,Gold,0,6,2,6,27.53,19.15,21.09,12.24
15791815,F,75,Wales & West,D,15/03/1982,3000,Midlands,Silver,0,7,16,2,18.47,30.39,22.85,13.56
15796396,,50,London,F,25/09/1997,600,South East,Silver,0,7,1,3,30.86,35.53,29.77,12.13
15797252,M,48,London,C,15/10/1991,1050,South East,Silver,0,6,7,2,35.57,31.3,27.67,5.6
15800326,U,64,Yorkshire,B,21/08/1995,5000,North,Silver,0,9,3,2,7.14,32.2,14.17,20.32
15815722,M,59,London,D,28/10/1982,800,South East,Silver,0,12,16,1,12.02,42,14.2,6.68
15819663,U,62,Midlands,C,,3054,Midlands,Silver,0,7,,8,25.47,7.73,10.99,15.28
15824004,M,46,London,A,01/05/1990,0,South East,Tin,0,6,8,4,33.49,46.44,40.57,8.81
15828506,F,59,London,F,16/12/1992,18000,South East,Gold,0,6,6,1,32.54,34.14,12.02,11.64
15832856,,47,Wales & West,A,12/02/1993,1040,Midlands,Silver,0,11,6,7,32.08,25.91,23.81,14.99
15834905,F,67,Midlands,E,25/02/1991,5504,Midlands,Gold,0,11,7,5,12.84,29.42,12.75,11.86
15842657,,52,S & S East,C,01/01/1990,800,South East,Silver,0,5,9,7,24.15,48.02,16.58,13.55
15852067,,32,S West,D,01/04/1990,0,South West,Tin,0,6,8,2,19.82,38.97,17.13,12.45
15855082,F,30,East,F,20/11/1993,0,Midlands,Tin,1,11,5,3,19.53,32,11.9,13.81
15855600,F,49,London,C,06/11/1993,0,South East,Tin,0,7,5,6,26.2,25.02,23.19,9.95
15857093,F,32,London,D,01/02/1994,0,South East,Tin,0,13,5,4,37.15,52.08,10.92,11.19
15862151,F,65,London,,18/05/1988,0,South East,Tin,0,5,10,5,33.11,32.46,26.45,13.09
15863093,F,33,S & S East,F,25/04/1994,0,South East,Tin,1,9,4,2,26.09,33.87,17.62,16.27
15870073,F,66,C Scotland,B,20/02/1990,1000,Scottish,Silver,1,7,9,7,25.8,24.8,11.21,12.28
15872858,F,68,Midlands,B,17/06/1993,1000,Midlands,Silver,0,,5,6,8.8,15.25,26.85,8.92
15874141,F,37,N West,C,30/08/1996,4000,North,Silver,0,9,2,3,21.98,44.32,18.71,11.8
15878686,F,29,N West,F,16/12/1993,0,North,Tin,1,9,5,3,23.77,33.48,24.14,13.54
15886131,F,47,Midlands,D,18/03/1992,6053,Midlands,Gold,1,12,6,4,18.47,30.94,19.23,11.24
15887030,M,47,East,D,02/03/1995,1711,Midlands,Silver,0,5,3,4,21.19,22.98,17.81,8.13
15893081,F,75,,B,07/05/1986,5000,,Silver,0,5,12,2,23.95,17.55,25.21,12.26
15903079,F,51,London,F,01/02/1990,600,South East,Silver,0,11,9,2,24.29,29.89,26.24,12.27
15907694,,,London,F,07/02/1991,9000,South East,Gold,0,2,8,,20.14,37.39,5.04,11.64
15909700,F,61,London,C,18/03/1983,4800,South East,Silver,1,15,15,3,18.82,32.84,17.45,9.4
15920828,F,55,Wales & West,C,28/03/1996,6000,Midlands,Gold,0,6,2,3,17.38,31.75,29.86,12.6
15920895,U,74,London,E,17/02/1968,1453,South East,Silver,0,4,31,1,2.12,3.81,4.39,13
15930807,F,71,Midlands,B,27/03/1997,6000,Midlands,Gold,0,9,1,2,35.04,33.99,31.49,9.72
15934179,U,44,London,B,22/02/1993,1000,South East,Silver,0,5,6,7,12.68,3.24,19.64,12.68
15944638,M,69,London,A,01/09/1993,15053,South East,Gold,0,5,5,8,18,48.89,26.96,8.56
15950506,F,56,London,E,01/06/1990,0,South East,Tin,0,10,8,1,20.41,27.22,21.73,12.73
15955141,F,37,London,E,11/08/1997,0,South East,Tin,0,2,1,7,36.93,36.21,11.06,12.54
15971279,F,34,Wales & West,F,16/04/1997,1440,Midlands,Silver,1,6,1,2,24.88,24.53,29.58,13.81
15973212,F,44,Wales & West,A,04/11/1987,50,Midlands,Silver,1,10,11,5,26.33,28.41,28.49,11.33
15974960,M,43,N West,E,04/01/1994,0,North,Tin,0,12,5,6,9.83,45.9,16.41,5.24
15977587,F,39,C Scotland,F,18/12/1993,0,Scottish,Tin,1,22,5,4,29.9,26.93,2.29,15.61
15982009,M,24,N West,B,28/10/1996,5000,North,Silver,1,5,2,6,39.87,39.29,17.01,8.77
15985636,,66,Midlands,D,02/10/1992,2000,Midlands,Silver,0,11,6,3,17.68,27.57,13.84,8.74
15988538,F,62,East,B,11/01/1991,12000,Midlands,Gold,0,10,8,6,27.33,39.46,20.6,13.94
16001958,M,54,Midlands,D,18/03/1987,4400,Midlands,Silver,0,8,11,1,17.52,24.72,26.28,5.67
16003950,F,40,Yorkshire,F,07/10/1994,0,North,Tin,0,9,4,8,12.71,22.94,20.19,12.56
16008359,F,45,C Scotland,C,02/11/1993,0,Scottish,Tin,1,20,5,6,35.65,31.66,16.66,14.83
16024370,,40,East,D,17/01/1991,2500,Midlands,Silver,0,9,8,1,33.01,36.42,14.79,10.64
16025229,,46,London,A,26/02/1992,3460,South East,Silver,0,9,6,7,39.13,25.78,24.15,12.45
16031962,M,62,S & S East,E,01/10/1990,0,South East,Tin,0,8,8,4,25.67,37.94,19.97,2.13
16035089,M,43,Midlands,A,04/04/1990,25625,Midlands,Platinum,0,8,8,4,27.03,25.45,6.63,9.31
16046366,,35,N East,D,05/02/1994,0,North,Tin,1,17,5,3,22.59,52.49,13.36,12.38
16049500,F,58,East,C,23/01/1993,9000,Midlands,Gold,1,9,6,3,20.73,40.35,20.02,11.84
16049551,F,53,S & S East,,07/03/1988,50,South East,Silver,0,5,10,6,16.8,23.28,12.84,8.2
16052188,M,38,London,D,07/09/1992,1000,South East,Silver,0,8,6,2,30.13,58.72,22.15,8.45
16053605,,75,S & S East,C,03/04/1992,6053,South East,Gold,0,6,6,7,16.13,25.06,17.29,11.17
16058615,M,58,N East,D,18/11/1994,8000,North,Gold,0,5,4,4,25.22,24.74,29.15,9.06
16060377,,77,East,F,25/10/1996,12000,Midlands,Gold,0,7,2,2,39.78,28.82,22.35,8.65
16061047,F,39,S & S East,D,31/01/1994,0,South East,Tin,0,7,5,8,33.37,39.54,17.43,13.97
16064119,M,76,S West,F,01/06/1990,100,South West,Silver,0,7,8,8,15.93,29.81,32.32,6.62
16066227,,68,East,F,04/11/1992,2500,Midlands,Silver,0,8,6,4,23.53,36.03,21.34,10.84
16068815,F,40,London,A,01/06/1990,0,South East,Tin,1,21,8,6,32.84,18.12,22.41,12.33
16072715,F,67,S & S East,B,09/07/1996,4800,South East,Silver,0,9,2,6,28.97,27.25,25.71,10.1
16073231,F,58,N West,F,21/01/1994,0,North,Tin,0,7,5,7,19.61,32.74,20.1,12.25
16078136,M,53,East,E,23/11/1994,30000,Midlands,Platinum,0,7,4,1,18.73,42.66,9.42,3.52
16083288,F,54,London,E,22/09/1993,0,South East,Tin,0,5,5,2,20.16,34.74,9.15,17.18
16084101,F,52,S & S East,F,25/02/1994,1500,South East,Silver,0,8,4,3,20.91,29.35,18.45,11.16
16090446,F,70,C Scotland,D,16/12/1985,4000,Scottish,Silver,1,6,13,7,28.59,12.38,29.65,10.57
16090721,M,,N West,D,02/04/1996,2500,North,Silver,0,14,2,8,28.33,34.02,9.82,9.33
16098846,F,53,N West,D,05/05/1993,15000,North,Gold,0,6,5,1,23.82,24.84,1.27,12.3
16099990,F,63,S West,D,01/07/1990,0,South West,Tin,0,8,8,3,18.75,22.66,18.17,11.36
16110048,U,,London,D,,6053,South East,Gold,0,,,8,14.18,23.11,7.84,1.09
16113381,F,62,Midlands,B,20/05/1996,6000,Midlands,Gold,0,5,2,4,21.79,35.47,30.94,9.83
16122097,,46,East,D,03/08/1993,4000,Midlands,Silver,0,4,5,4,13.09,29.6,18.3,11.68
16127986,M,55,East,D,01/07/1990,0,Midlands,Tin,0,7,8,2,11.18,29.87,23.6,7.47
16132165,M,48,East,C,27/09/1994,0,Midlands,Tin,0,13,4,1,18.04,36.58,27.82,5.48
16133188,F,44,East,B,01/05/1990,0,Midlands,Tin,1,11,8,6,13.42,46.34,19.63,11.24
16135903,F,48,N East,F,24/05/1990,0,North,Tin,1,10,8,1,23.66,21.69,21.55,11.7
16142756,F,42,Yorkshire,C,10/11/1997,2500,North,Silver,0,15,1,3,23.29,23.15,18.74,12.66
16143361,,67,Wales & West,E,17/03/1992,4471,Midlands,Silver,0,7,6,8,22.95,45.55,6.82,15.93
16144341,F,50,London,B,01/07/1990,0,South East,Tin,1,12,8,2,21.61,22.67,14.66,10.94
16145100,M,56,London,B,01/06/1990,0,South East,Tin,0,,8,2,22.84,56.14,35.68,8.63
16147766,F,74,London,D,15/03/1993,6053,South East,Gold,0,9,5,4,39.38,43.68,19.15,10.12
16148142,F,51,London,C,04/01/1994,0,South East,Tin,1,14,5,3,27.7,43.15,6.49,12.42
16148266,F,38,N West,F,27/04/1992,0,North,Tin,0,9,6,5,17.97,31.58,13.55,11.35
16155262,F,47,East,D,03/11/1993,1000,Midlands,Silver,0,8,5,2,32.64,51.7,16.68,12.65
16157532,,,Yorkshire,D,16/09/1987,500,North,Silver,0,11,11,,18.5,27.18,15.61,15.06
16158571,M,49,London,C,18/02/1984,3487,South East,Silver,0,10,15,5,23.32,8.57,34,6.73
16159705,F,53,N West,A,28/12/1994,8000,North,Gold,1,15,4,1,25.37,26.15,13.28,13.14
16162943,,57,London,A,08/07/1993,9048,South East,Gold,0,13,5,6,26.75,26.88,11.34,13.42
16164717,,47,Midlands,E,28/09/1994,0,Midlands,Tin,0,12,4,2,31.6,20.5,13.26,10.46
16165039,M,,London,A,11/01/1991,10500,South East,Gold,0,7,8,7,24.29,34.3,25.79,7.19
16168119,F,78,East,B,28/11/1994,10000,Midlands,Gold,0,7,4,7,6.63,35.09,22.14,15.15
16170776,F,44,London,C,01/06/1990,0,South East,Tin,0,8,8,3,38.54,30.23,30.92,12.79
16173090,F,63,N West,D,16/01/1991,9000,North,Gold,0,13,8,3,19.79,36.29,25.03,10.71
16174135,M,63,N Scot,C,19/07/1991,3000,Scottish,Silver,0,6,7,4,13.63,31.68,34.51,6.56
16178734,F,64,East,E,09/01/1987,28991,Midlands,Platinum,0,,12,2,23.28,27,16.25,10.05
16181573,,52,Yorkshire,B,25/09/1996,6000,North,Gold,0,14,2,5,34.95,16.3,0.55,9.55
16194551,M,64,N Scot,A,22/03/1994,6053,Scottish,Gold,1,11,4,7,43.19,34.51,1.41,8.17
16195779,F,73,London,B,17/11/1997,10000,South East,Gold,0,9,1,4,17.94,29.8,8.79,16.12
16198506,F,73,S West,F,18/02/1993,1000,South West,Silver,0,9,6,1,19.86,36.36,28.77,10.89
16201183,M,54,Wales & West,B,01/07/1990,0,Midlands,Tin,0,7,8,7,26.8,35.78,0.08,9.17
16203631,F,70,London,F,22/06/1986,3000,South East,Silver,1,14,12,5,24.49,24.01,12.66,13.59
16207637,F,50,London,C,12/01/1995,5000,South East,Silver,0,10,4,3,26.42,23.15,16.26,12.68
16209338,F,33,London,C,17/05/1993,2500,South East,Silver,1,15,5,6,20.35,38.49,17.18,10.69
16215419,F,51,S & S East,F,01/02/1990,0,South East,Tin,0,11,9,2,20.44,39.81,17.58,13.93
16216334,F,63,S & S East,C,31/05/1994,6000,South East,Gold,0,5,4,8,35.07,30.22,10.92,15.77
16216814,F,73,S & S East,C,18/09/1997,1200,South East,Silver,0,6,1,4,22.88,27.36,17.35,10.52
16218620,U,45,S & S East,E,14/05/1986,8000,South East,Gold,0,6,12,8,24.21,10.79,22.61,21.44
16221516,U,63,East,A,28/01/1994,6315,Midlands,Gold,0,7,5,5,9.7,12.49,3.45,16.72
16221532,M,35,London,D,01/06/1990,0,South East,Tin,0,10,8,4,33.02,54.55,24.13,9.11
16228618,F,73,Yorkshire,B,05/11/1986,14000,North,Gold,0,10,12,7,36.79,37.14,29.13,12.86
16230361,F,,London,F,01/06/1994,5000,South East,Silver,0,5,4,1,20.88,21.76,20.92,12.65
16230450,M,46,East,F,24/09/1993,0,Midlands,Tin,0,10,5,8,31.48,39.13,19.44,6.2
16233883,F,54,East,D,01/06/1990,50,Midlands,Silver,1,13,8,8,22.74,37.42,31.44,12.19
16235592,U,43,Midlands,C,01/01/1992,0,Midlands,Tin,0,12,7,2,13.7,11.03,22.24,7.6
16236254,F,57,London,B,03/02/1990,5000,South East,Silver,1,18,9,3,30.6,18.29,15.69,13.08
16244249,F,34,S & S East,,13/08/1993,1000,South East,Silver,1,20,5,7,16.14,39.99,29.04,11.45
16248589,M,50,Yorkshire,E,10/11/1994,5000,North,Silver,0,6,4,6,41.03,21.72,18.67,7.69
16251555,U,67,East,B,16/05/1994,1000,Midlands,Silver,0,7,4,1,15.77,18.22,14.2,17.97
16252098,F,79,N Scot,D,14/06/1990,16105,Scottish,Gold,0,7,8,5,26.03,29.23,21.99,11.77
16254430,,45,S & S East,C,27/09/1994,5000,South East,Silver,0,3,4,3,35.92,21.92,16.75,10.58
16257464,,54,London,D,29/03/1996,3000,South East,Silver,0,10,2,8,19.13,35.94,18.82,9.81
16258932,M,59,London,B,22/02/1990,1000,South East,Silver,0,,9,6,25.99,29.81,17.5,6.55
16264185,M,69,N West,F,21/03/1990,5050,North,Gold,0,5,8,7,33.31,42.07,31.84,3.9
16270509,F,56,N West,D,01/04/1990,0,North,Tin,0,9,8,8,19.28,50.59,18.56,11.9
16282302,F,47,London,B,05/08/1997,6000,South East,Gold,0,7,1,4,12.01,27.02,14.03,13.52
16283228,F,63,London,F,24/03/1993,6053,South East,Gold,0,5,5,1,28.91,52.85,25.1,14.13
16286049,,57,Yorkshire,,20/09/1993,0,North,Tin,0,,5,8,8.46,31.3,15.91,10.89
16286669,U,47,London,D,14/12/1993,0,South East,Tin,0,8,5,8,18.21,4.03,14.83,16.91
16289714,F,29,N East,C,17/03/1994,0,North,Tin,1,9,4,5,9.46,25.47,13.96,10.9
16292375,M,51,S West,F,13/09/1995,10000,South West,Gold,0,11,3,1,15.94,38.04,33.46,7.91
16295234,M,61,N West,C,28/11/1997,26000,North,Platinum,0,5,1,8,29.43,21.14,21.02,8.43
16295560,,53,S & S East,D,14/03/1994,0,South East,Tin,0,8,4,1,15.23,15.86,17.21,12.31
16298144,M,52,London,C,01/02/1990,0,South East,Tin,0,6,9,4,33.29,30.23,23.23,7.33
16300327,U,59,Midlands,A,07/02/1991,4000,Midlands,Silver,0,4,8,7,40.75,22.38,21.35,0.03
16308395,F,46,Yorkshire,A,19/09/1997,8000,North,Gold,0,,1,7,18.79,30.34,21.61,13.33
16313348,F,55,London,B,24/03/1997,2000,South East,Silver,0,6,1,1,29.48,26.29,30.42,11.77
16318676,M,69,East,D,19/06/1990,6105,Midlands,Gold,0,10,8,3,31.29,46.41,36.18,6.09
16321189,F,47,London,B,01/06/1990,0,South East,Tin,0,4,8,2,25.53,26.02,22.95,14.43
16324013,F,32,N West,D,10/12/1992,0,North,Tin,1,10,6,5,24.07,30.79,17.42,6.45
16327721,F,32,London,E,17/03/1993,0,South East,Tin,1,15,5,7,24.15,18.52,22.99,13.33
16328310,F,32,C Scotland,E,22/03/1994,0,Scottish,Tin,1,14,4,6,33.85,22.11,18.47,11.62
16330072,F,70,London,E,12/01/1994,6000,South East,Gold,1,14,5,8,23.01,36.14,18.19,18.39
16331516,F,,S & S East,A,01/05/1991,4600,South East,Silver,0,8,7,5,14.81,35.75,20.61,15.25
16342046,F,76,East,A,15/12/1977,13000,Midlands,Gold,0,,21,7,15.87,24.89,28,9
16350944,F,63,S & S East,D,07/02/1991,12000,South East,Gold,0,9,8,4,26.79,28.61,22.06,10.01
16353854,F,71,S & S East,B,10/11/1994,6000,South East,Gold,0,5,4,5,32.76,14.51,20.54,7.68
16356047,F,53,Wales & West,F,30/04/1996,6000,Midlands,Gold,1,7,2,1,21.71,27.59,18.14,14.95
16357000,M,56,East,D,30/03/1996,2200,Midlands,Silver,0,6,2,4,11.46,56.68,20.82,7.25
16358155,U,72,London,C,11/01/1991,5300,South East,Gold,0,8,8,4,16.4,8.03,23.75,3.98
16372239,U,,Wales & West,F,17/06/1988,1500,Midlands,Silver,0,10,10,2,36.18,18.18,1.28,0.95
16379527,M,35,East,D,01/10/1993,0,Midlands,Tin,0,10,5,6,26.17,40.52,12.22,4.82
16389379,F,29,S & S East,F,21/09/1990,840,South East,Silver,1,9,8,5,27.31,22.31,13.14,12.15
16390970,F,40,London,F,17/05/1990,0,South East,Tin,1,4,8,8,34.89,23.52,16.91,10.71
16391829,F,59,Yorkshire,F,07/06/1991,1260,North,Silver,0,9,7,3,13,19.29,25.31,11.7
16394569,F,51,Yorkshire,B,03/02/1994,0,North,Tin,0,3,5,2,24.09,32.79,10.2,11.79
16396286,F,63,C Scotland,E,15/07/1994,0,Scottish,Tin,0,11,4,7,24.46,17.26,5.39,10.41
16396502,M,67,Midlands,D,05/02/1996,4000,Midlands,Silver,0,4,3,6,28.9,32.5,24.22,6.11
16397878,M,57,London,E,22/05/1985,3000,South East,Silver,0,6,13,1,23.2,35.34,25.4,5.35
16399277,,31,Midlands,F,13/04/1994,0,Midlands,Tin,0,10,4,5,30.84,29.71,24.05,14.53
16401360,F,48,East,D,19/01/1990,600,Midlands,Silver,0,7,9,5,15.65,26.19,31.83,11.1
16402146,F,44,S & S East,C,17/11/1989,50,South East,Silver,0,5,9,6,24.79,28.27,25,11.22
16405781,M,32,London,C,01/10/1991,0,South East,Tin,0,10,7,8,23.74,30.68,11.23,6.52
16406117,U,60,Yorkshire,C,20/02/1990,5035,North,Gold,0,4,9,6,18.84,6.49,13.54,10.17
16407121,M,64,Wales & West,D,01/09/1990,0,Midlands,Tin,0,12,8,5,42.48,43.42,24.08,6.1
16409701,F,35,London,C,08/04/1997,1200,South East,Silver,1,,1,7,28.62,30.69,17.33,14.42
16411366,,36,N East,E,16/09/1997,6000,North,Gold,1,10,1,8,31.07,34.33,9.17,10.07
16415647,F,65,Midlands,C,30/03/1992,4000,Midlands,Silver,0,6,6,1,15.76,30.46,27.65,13.98
16417658,,46,N West,D,01/06/1990,420,North,Silver,0,7,8,4,25.58,32.94,11.84,11.96
16419952,F,43,S West,F,01/06/1990,5000,South West,Gold,1,12,8,4,38.09,24.09,14.33,14.18
16420160,,57,Yorkshire,C,18/02/1994,2000,North,Silver,0,8,5,6,15.96,27.93,13.24,12.08
16425987,,75,East,F,23/05/1994,1500,Midlands,Silver,1,10,4,4,17.97,34.19,17.86,14.15
16429222,M,68,S & S East,B,09/11/1994,36075,South East,Platinum,0,8,4,3,27.76,20.23,6.87,9.22
16429982,F,62,Ulster,,09/11/1994,0,Midlands,Tin,0,11,4,4,30,28.7,22.32,9.99
16430980,,,Midlands,B,05/12/1989,6027,Midlands,Gold,1,9,9,,11.93,31.19,1.76,11.3
16432274,,66,S & S East,B,27/03/1991,10105,South East,Gold,0,7,7,7,16.72,23.82,17.64,9.91
16433688,M,70,N West,F,01/01/1900,9500,North,Gold,0,12,0,5,18.74,45.41,2.4,8.33
16443993,M,42,Yorkshire,F,20/04/1986,5873,North,Gold,0,8,12,1,33.26,32.52,41.11,9.74
16447034,F,33,S & S East,C,18/11/1993,1500,South East,Silver,1,12,5,2,25.77,30.9,17.97,9.14
16450531,,66,East,B,01/12/1983,7500,Midlands,Gold,0,9,15,5,11.68,20.19,21.01,9.44
16452143,,66,Midlands,C,14/05/1986,1037,Midlands,Silver,0,7,12,4,30.52,12.98,16.61,11.82
16452178,F,66,London,E,06/10/1987,0,South East,Tin,1,8,11,2,36.11,32.12,25.32,12.59
16453700,F,47,London,B,27/05/1997,7522,South East,Gold,0,9,1,2,38.61,27.41,29.72,13.38
16454952,M,52,S & S East,U,01/11/1991,0,South East,Tin,1,18,7,3,26.65,29.91,17.48,7.16
16457803,F,73,N West,C,24/05/1994,1000,North,Silver,0,4,4,3,39.54,26.26,32.19,13.86
16460707,M,,Yorkshire,B,20/08/1993,1000,North,Silver,1,9,5,8,13.5,43.44,17.37,7.14
16463889,M,50,N West,E,01/03/1990,50,North,Silver,0,5,8,1,33.17,18.88,9.65,8.07
16466187,M,67,S & S East,A,27/10/1993,3000,South East,Silver,0,7,5,8,9.67,32.99,30.71,8.66
16469259,F,56,London,B,29/04/1997,600,South East,Silver,0,,1,6,28.54,41.06,17.26,13.89
16472632,M,26,Midlands,E,25/03/1996,6000,Midlands,Gold,0,7,2,5,0.72,28.33,24.88,7.37
16474694,,50,S & S East,C,04/02/1991,1000,South East,Silver,0,13,8,3,34.43,33.23,5.83,10.14
16477324,M,60,London,E,06/12/1995,10000,South East,Gold,0,13,3,6,19.27,23.26,8.54,5.5
16478320,M,71,S & S East,E,27/03/1996,5000,South East,Silver,0,13,2,5,27.65,21.61,23.78,11.2
16482859,U,34,London,F,10/03/1994,6000,South East,Gold,0,9,4,8,19.62,12.16,11.95,1.89
16483030,,43,London,E,01/01/1992,0,South East,Tin,0,9,7,5,27.83,25.97,0.21,13.87
16486358,F,53,London,E,09/05/1990,0,South East,Tin,0,11,8,5,31.62,26.45,18.82,14.12
16488385,,34,London,C,15/12/1993,0,South East,Tin,0,6,5,4,30.84,32.95,9.92,14.86
16494172,M,32,London,B,01/08/1990,0,South East,Tin,0,5,8,6,28.24,33.65,20.42,5.7
16495829,F,45,Midlands,C,01/01/1990,0,Midlands,Tin,0,11,9,5,28.27,31.48,24.76,14.05
16503627,M,34,London,D,19/03/1991,10553,South East,Gold,1,12,7,7,22.1,41.6,22.68,5.29
16505255,F,70,S & S East,C,19/01/1976,9000,South East,Gold,0,11,23,8,20.93,39.01,23.37,10.42
16506863,,65,Ulster,,20/02/1990,500,Midlands,Silver,0,7,9,7,29.83,30.08,23.65,13.35
16508114,F,61,N East,A,22/02/1994,3000,North,Silver,0,11,5,4,20.55,44.08,15.53,9.86
16509382,F,55,S & S East,C,27/01/1995,10000,South East,Gold,0,9,4,6,29.99,26.89,9.95,10.78
16515307,F,51,Midlands,D,22/09/1993,0,Midlands,Tin,0,4,5,5,25.91,21.78,13.23,9.68
16516583,F,43,London,D,15/05/1990,1910,South East,Silver,0,6,8,4,11.56,32.85,26.11,14.73
16520734,M,44,East,F,01/02/1990,1303,Midlands,Silver,0,13,9,1,31.54,36.83,36.43,5.51
16521293,M,77,N West,D,27/11/1975,6000,North,Gold,0,11,23,1,27.13,41.2,34.97,5.32
16521706,F,33,S West,D,03/02/1990,550,South West,Silver,1,,9,3,25.98,39.26,13.1,11.29
16527232,F,,East,E,31/10/1983,6000,Midlands,Gold,0,,15,6,24.13,35.4,10.99,10.3
16528751,F,52,Yorkshire,A,25/01/1991,16625,North,Gold,0,6,8,7,16.86,26.91,19.54,11.11
16533364,,55,Yorkshire,D,01/01/1990,0,North,Silver,0,9,9,4,27.7,29.65,1.36,13.1
16535111,F,78,Yorkshire,E,26/08/1993,4500,North,Silver,1,12,5,6,24.05,29.08,15.84,15.72
16537807,F,37,Midlands,F,12/07/1990,0,Midlands,Tin,1,18,8,7,27,25.29,27.18,13.63
16538927,M,72,Midlands,C,30/04/1984,10000,Midlands,Gold,0,9,14,5,19.83,26.03,32.28,6.9
16545656,,66,London,C,02/01/1991,6000,South East,Gold,0,7,8,2,24.12,30.66,15.48,9.88
16546679,M,53,Midlands,B,13/09/1995,3000,Midlands,Silver,0,7,3,4,26.43,36.93,19.92,7.16
16546857,F,62,Yorkshire,C,29/10/1996,6000,North,Gold,1,11,2,8,20.85,38.46,17.27,11.96
16547446,F,62,Midlands,C,15/09/1981,20700,Midlands,Platinum,0,10,17,4,34.46,36.22,20.06,13.56
16548604,,,Midlands,C,21/11/1991,445,Midlands,Silver,1,14,7,,23.83,34.35,7.65,9.4
16551346,F,56,London,A,16/01/1991,3000,South East,Silver,0,6,8,1,21.91,34.26,22.18,10.87
16559444,M,49,Midlands,E,09/02/1983,500,Midlands,Silver,0,5,16,8,29.68,41.06,24.71,7.92
16561414,F,74,S West,D,29/10/1982,3000,South West,Silver,0,5,16,7,26.54,26.77,34.52,13.87
16565657,M,49,Midlands,,04/04/1990,50,Midlands,Silver,0,12,8,7,32.5,34.1,17.91,7.32
16565835,M,50,London,D,12/09/1995,3000,South East,Silver,0,9,3,2,41.4,38.09,6.26,9.47
16567676,M,47,London,C,01/05/1990,0,South East,Tin,0,9,8,6,28.48,40.57,23.39,10.89
16569768,M,37,London,C,22/11/1988,0,South East,Tin,0,4,10,1,1.47,31.38,23.93,8.29
